date(float),date(yyyy-mm-dd),dN,dE,dU,sN,sE,sU
2011.18630,2011-03-09,-113.3680,123.0520,10.5600,0.8190,0.8630,3.4610
2011.18904,2011-03-10,-116.1800,123.6750,7.3100,0.8120,0.8600,3.4220
2011.19178,2011-03-11,-114.5990,123.5650,4.9120,0.8230,0.8680,3.4860
2011.19452,2011-03-12,-116.2340,126.4640,5.0030,0.8280,0.8730,3.5340
2011.19726,2011-03-13,-113.5360,124.5290,14.4400,0.8280,0.8800,3.5310
2011.20000,2011-03-14,-113.8160,124.5180,7.2270,0.8320,0.8830,3.5350
2011.20274,2011-03-15,-115.4540,126.3790,13.9090,0.8240,0.8710,3.4680
2011.20548,2011-03-16,-119.4120,126.8060,13.2920,0.8660,0.8920,3.6180
2011.20822,2011-03-17,-116.6540,127.3950,12.5250,0.8850,0.9040,3.6810
2011.21096,2011-03-18,-115.6300,126.1240,6.0710,0.8270,0.8740,3.5170
2011.21370,2011-03-19,-115.8850,127.1730,15.4500,0.8580,0.8770,3.5680
2011.21644,2011-03-20,-110.3300,123.6710,-0.3640,0.8700,0.9150,3.6890
2011.21918,2011-03-21,-112.9490,129.2570,10.1690,0.8560,0.9040,3.5920
2011.22192,2011-03-22,-115.2760,126.1460,4.9150,0.8690,0.8810,3.5200
2011.22466,2011-03-23,-115.7760,130.2810,10.5690,0.8340,0.8930,3.4970
2011.22740,2011-03-24,-112.6390,126.2970,18.0220,0.8460,0.8510,3.4890
2011.23014,2011-03-25,-116.0370,129.9830,7.3130,0.8510,0.8360,3.4200
2011.23288,2011-03-26,-117.9130,130.5250,8.9360,0.8800,0.9090,3.8700
2011.23562,2011-03-27,-115.0480,127.1240,0.4350,0.8620,0.8660,3.5320
2011.23836,2011-03-28,-114.8940,127.4810,14.6510,0.8700,0.8820,3.6010
2011.24110,2011-03-29,-115.5730,126.9150,8.3060,0.8200,0.8550,3.4630
2011.24384,2011-03-30,-114.4450,124.0290,2.6320,0.8360,0.8540,3.5170
2011.24658,2011-03-31,-112.8080,126.2770,5.9780,0.8310,0.8570,3.5110
2011.24932,2011-04-01,-113.5700,124.6700,2.4170,0.8060,0.8320,3.3530
2011.25205,2011-04-02,-113.1880,127.3220,8.5650,0.7790,0.8240,3.3040
2011.25479,2011-04-03,-114.2560,126.8500,0.7730,0.8000,0.8310,3.3570
2011.25753,2011-04-04,-116.6910,127.5200,5.8190,0.7880,0.8320,3.3520
2011.26027,2011-04-05,-114.8550,127.0240,8.2850,0.8000,0.8480,3.4850
2011.26301,2011-04-06,-112.5890,126.7670,3.1020,0.8730,0.9070,3.8280
2011.26575,2011-04-07,-113.9220,128.0770,9.0440,0.8100,0.8490,3.4220
2011.26849,2011-04-08,-113.1760,129.1900,1.9940,0.8110,0.8460,3.4320
2011.27123,2011-04-09,-114.3620,128.1930,-2.3130,0.8050,0.8510,3.3760
2011.27397,2011-04-10,-113.8510,127.0360,10.4150,0.8230,0.8510,3.5280
2011.27671,2011-04-11,-111.0980,127.8060,9.4070,0.8260,0.8500,3.5050
2011.27945,2011-04-12,-116.3520,128.2910,2.8610,0.8330,0.8610,3.5780
2011.28219,2011-04-13,-114.6790,127.1900,8.1000,0.7780,0.8260,3.3040
2011.28493,2011-04-14,-115.1320,130.4840,9.2750,0.8220,0.8480,3.4600
2011.28767,2011-04-15,-111.4050,128.1820,5.5720,0.8100,0.8540,3.4880
2011.29041,2011-04-16,-115.5290,126.6480,-7.0720,0.7990,0.8640,3.4520
2011.29315,2011-04-17,-113.1550,130.4630,7.9240,0.8430,0.8600,3.5510
2011.29589,2011-04-18,-113.6790,130.6400,5.5340,0.8070,0.8460,3.4550
2011.29863,2011-04-19,-115.9630,130.0550,4.6580,0.7810,0.8190,3.3110
2011.30137,2011-04-20,-114.3710,130.0020,1.4500,0.7820,0.8310,3.3200
2011.30411,2011-04-21,-117.3340,130.0370,6.4660,0.7860,0.8610,3.4060
2011.30685,2011-04-22,-114.9410,126.5250,0.8040,0.7800,0.8250,3.3600
2011.30959,2011-04-23,-114.1300,127.1760,5.5490,0.7920,0.8390,3.3920
2011.31233,2011-04-24,-116.5980,127.0780,2.7690,0.7960,0.8470,3.4330
2011.31507,2011-04-25,-113.3620,130.3680,19.1600,0.7930,0.8210,3.3390
2011.31781,2011-04-26,-115.5960,129.4560,10.3790,0.7910,0.8470,3.4490
2011.32055,2011-04-27,-111.8050,131.7430,6.9410,0.8170,0.8730,3.5550
2011.32329,2011-04-28,-114.8500,129.4440,10.7150,0.7840,0.8410,3.3490
2011.32603,2011-04-29,-113.8850,130.2140,11.2100,0.8480,0.8790,3.5920
2011.32877,2011-04-30,-113.8260,129.9710,13.3880,0.7990,0.8480,3.4490
2011.33151,2011-05-01,-113.2320,132.1910,12.3690,0.8130,0.8630,3.5020
2011.33425,2011-05-02,-112.0680,129.7890,17.1220,0.7860,0.8550,3.4180
2011.33699,2011-05-03,-111.4860,130.7430,9.4670,0.7990,0.8420,3.4490
2011.33973,2011-05-04,-113.1830,130.3930,5.9190,0.8370,0.8610,3.5480
2011.34247,2011-05-05,-113.1820,129.9430,5.8960,0.7910,0.8280,3.3370
2011.34521,2011-05-06,-115.6240,132.7470,10.5860,0.8240,0.8650,3.5660
2011.34795,2011-05-07,-114.7520,135.1660,16.1360,0.8330,0.8650,3.7270
2011.35068,2011-05-08,-113.6670,132.0040,18.3670,0.8730,0.9220,3.8450
2011.35342,2011-05-09,-114.6970,134.6440,5.8940,0.8550,0.8660,3.7170
2011.35616,2011-05-10,-112.8140,135.4230,13.4600,0.8040,0.8380,3.4860
2011.35890,2011-05-11,-111.2080,132.0750,7.5440,0.7790,0.8090,3.2590
2011.36164,2011-05-12,-113.1010,135.5400,16.4560,0.8020,0.8540,3.4690
2011.36438,2011-05-13,-115.4020,132.4770,8.1870,0.7940,0.8400,3.4240
2011.36712,2011-05-14,-114.4320,130.4520,4.1090,0.8030,0.8330,3.4190
2011.36986,2011-05-15,-115.0050,132.0610,-1.3290,0.7980,0.8300,3.3930
2011.37260,2011-05-16,-115.9550,131.7120,4.3300,0.8250,0.8470,3.4970
2011.37534,2011-05-17,-116.4790,132.3380,4.8520,0.8230,0.8440,3.5320
2011.37808,2011-05-18,-116.3820,135.7150,-0.7190,0.8270,0.8600,3.5620
2011.38082,2011-05-19,-114.4630,130.7180,-0.1790,0.9030,0.9680,4.1140
2011.38356,2011-05-20,-116.9250,134.8420,7.5660,0.8440,0.8720,3.6240
2011.38630,2011-05-21,-116.2910,134.7610,4.4460,0.8250,0.8820,3.6270
2011.38904,2011-05-22,-116.1460,132.8670,8.7570,0.8090,0.8570,3.4850
2011.39178,2011-05-23,-114.8240,130.9120,2.0540,0.7930,0.8370,3.4210
2011.39452,2011-05-24,-116.5270,130.4560,1.1500,0.7980,0.8370,3.3940
2011.39726,2011-05-25,-115.5340,130.2360,1.8120,0.8030,0.8500,3.4430
2011.40000,2011-05-26,-114.6490,132.9640,4.6790,0.8360,0.8800,3.6550
2011.40274,2011-05-27,-117.3420,130.4530,10.4670,0.8350,0.8880,3.6090
2011.40548,2011-05-28,-116.9340,130.7430,13.7580,0.8230,0.8780,3.5850
2011.40822,2011-05-29,-113.7740,130.9680,8.4980,0.8150,0.8590,3.5390
2011.41096,2011-05-30,-115.4070,129.3350,4.1830,0.8150,0.8510,3.4990
2011.41370,2011-05-31,-115.6690,128.9720,8.5440,0.8120,0.8450,3.4330
2011.41644,2011-06-01,-116.7220,130.7490,9.3870,0.8300,0.8810,3.5820
2011.41918,2011-06-02,-116.7020,134.2310,10.6240,0.8330,0.8910,3.5950
2011.42192,2011-06-03,-116.5760,132.6340,4.4620,0.8250,0.8760,3.5890
2011.42466,2011-06-04,-119.9970,132.3970,5.4300,0.8140,0.8490,3.4760
2011.42740,2011-06-05,-114.9980,132.2640,-0.7660,0.8120,0.8490,3.4270
2011.43014,2011-06-06,-115.8080,133.0690,11.6060,0.8190,0.8640,3.4490
2011.43288,2011-06-07,-113.3850,133.6610,1.9340,0.8320,0.8630,3.5390
2011.43562,2011-06-08,-117.1760,132.5630,8.3690,0.8160,0.8550,3.4860
2011.44110,2011-06-10,-115.2560,131.7190,11.3720,0.8380,0.8950,3.6500
2011.44384,2011-06-11,-117.8420,134.2040,15.6160,0.8110,0.8630,3.4880
2011.44658,2011-06-12,-114.4770,131.5210,7.1520,0.7970,0.8470,3.4200
2011.44932,2011-06-13,-118.5260,134.8410,8.7880,0.8210,0.8550,3.5120
2011.45205,2011-06-14,-118.3880,130.8430,19.3740,0.8200,0.8900,3.5500
2011.45479,2011-06-15,-117.4490,132.2680,13.2280,0.8250,0.8780,3.6200
2011.45753,2011-06-16,-119.4940,135.0940,17.9340,0.8570,0.9370,3.7670
2011.46027,2011-06-17,-116.2640,133.8770,0.0520,0.8590,0.9140,3.7670
2011.46301,2011-06-18,-117.2530,133.7680,8.1660,0.8340,0.8820,3.6370
2011.46575,2011-06-19,-116.9130,132.0450,8.4130,0.8420,0.9140,3.7980
2011.46849,2011-06-20,-117.7010,130.9120,8.2370,0.8810,0.9380,3.8470
2011.47123,2011-06-21,-116.8570,128.9010,2.9110,0.8240,0.8660,3.5070
2011.47397,2011-06-22,-114.6320,129.7610,7.1610,0.8040,0.8590,3.4590
2011.47671,2011-06-23,-115.9830,130.9390,12.9270,0.8180,0.8610,3.5230
2011.47945,2011-06-24,-116.0680,130.6880,10.2230,0.8080,0.8460,3.4900
2011.48219,2011-06-25,-116.4520,130.8230,1.8220,0.8270,0.8710,3.4960
2011.48493,2011-06-26,-116.7850,132.7130,14.5880,0.8430,0.9150,3.6420
2011.48767,2011-06-27,-118.0160,130.1010,-2.2830,0.8450,0.9160,3.6300
2011.49041,2011-06-28,-118.6460,132.9760,10.6110,0.8410,0.9070,3.6050
2011.49315,2011-06-29,-117.8140,131.1940,9.2110,0.8660,0.9120,3.7130
2011.49589,2011-06-30,-119.0680,132.9430,-3.6400,0.8600,0.9320,3.7370
2011.49863,2011-07-01,-118.8970,134.5440,-1.0090,0.8640,0.9150,3.6940
2011.50137,2011-07-02,-119.2220,133.2000,17.3560,0.8570,0.9170,3.6490
2011.50411,2011-07-03,-118.7390,134.5710,2.0020,0.8600,0.9110,3.6520
2011.50685,2011-07-04,-119.4830,132.0650,-5.7040,0.8700,0.9230,3.7160
2011.50959,2011-07-05,-120.4840,130.4940,0.7570,0.8610,0.9460,3.7550
2011.51233,2011-07-06,-118.5620,131.6430,0.7530,0.8530,0.9260,3.6290
2011.51507,2011-07-07,-117.1840,134.4380,7.9390,0.8740,0.9330,3.7490
2011.51781,2011-07-08,-117.4890,131.6120,-4.0640,0.8730,0.9400,3.7970
2011.52055,2011-07-09,-116.9380,127.0990,-2.7740,0.8910,0.9470,3.8590
2011.52329,2011-07-10,-116.5140,131.4780,13.9340,0.8770,0.9520,3.7930
2011.52603,2011-07-11,-118.5500,131.5580,6.0800,0.8510,0.9220,3.6420
2011.52877,2011-07-12,-118.0000,134.6200,7.8470,0.8640,0.9280,3.7010
2011.53151,2011-07-13,-119.1210,133.6180,-1.6340,0.8740,0.9450,3.7530
2011.53425,2011-07-14,-118.6230,131.5120,5.7110,0.8520,0.9140,3.6040
2011.53699,2011-07-15,-118.6830,132.5090,4.5150,0.8680,0.9360,3.7410
2011.53973,2011-07-16,-117.4050,132.6380,3.7090,0.8660,0.9210,3.6220
2011.54247,2011-07-17,-119.8650,134.5360,2.2130,0.8420,0.9130,3.6030
2011.54521,2011-07-18,-119.0730,132.3960,12.3870,0.8650,0.9130,3.6760
2011.54795,2011-07-19,-117.5130,131.4680,3.2970,0.8550,0.9060,3.6330
2011.55068,2011-07-20,-119.1080,132.1100,12.9940,0.8460,0.9010,3.5450
2011.55342,2011-07-21,-115.3050,133.0950,9.2030,0.8600,0.8960,3.5950
2011.55616,2011-07-22,-115.2750,133.9240,-1.0210,0.8450,0.9340,3.6170
2011.55890,2011-07-23,-117.7230,131.9160,2.4200,0.8850,0.9360,3.7950
2011.56164,2011-07-24,-120.3700,134.6160,4.4980,0.8670,0.9110,3.6470
2011.56438,2011-07-25,-118.6020,131.8270,1.4960,0.8420,0.9040,3.5870
2011.56712,2011-07-26,-119.4710,133.6050,6.9800,0.8960,0.9630,3.8560
2011.56986,2011-07-27,-119.6080,130.0420,8.4770,0.8680,0.8940,3.6820
2011.57260,2011-07-28,-121.1890,131.9790,8.4950,0.8370,0.8830,3.6320
2011.57534,2011-07-29,-120.3840,130.1390,6.6590,0.8800,0.9290,3.7450
2011.57808,2011-07-30,-119.5330,133.7380,1.9580,0.8630,0.9570,3.7710
2011.58082,2011-07-31,-116.9770,130.8750,2.9350,0.8750,0.9430,3.6890
2011.58356,2011-08-01,-118.6630,134.3120,6.6800,0.8520,0.9150,3.6150
2011.58630,2011-08-02,-115.3550,128.5990,-7.3560,0.8440,0.8880,3.5810
2011.58904,2011-08-03,-118.1990,133.9880,14.5740,0.8680,0.9050,3.7360
2011.59178,2011-08-04,-116.3900,131.5510,14.0440,0.8190,0.8730,3.5980
2011.59452,2011-08-05,-118.7230,132.0360,17.9360,0.8310,0.8640,3.5700
2011.59726,2011-08-06,-117.5670,130.5660,16.3000,0.8270,0.8590,3.5630
2011.60000,2011-08-07,-119.2470,131.4050,14.7300,0.8150,0.8790,3.6080
2011.60274,2011-08-08,-117.5530,133.8330,9.3330,0.8020,0.8400,3.4110
2011.60548,2011-08-09,-119.3700,136.2450,10.8840,0.8020,0.8610,3.4450
2011.60822,2011-08-10,-116.9560,132.0550,2.7320,0.7960,0.8410,3.4140
2011.61096,2011-08-11,-116.8030,135.4190,17.9300,0.8500,0.8850,3.6180
2011.61370,2011-08-12,-119.6680,133.1930,13.8770,0.8500,0.8690,3.5460
2011.61918,2011-08-14,-120.6100,134.0670,12.4740,0.8720,0.8890,3.7000
2011.62192,2011-08-15,-119.4370,134.6590,12.2910,0.8930,0.9200,3.9030
2011.62466,2011-08-16,-120.3600,134.1300,9.7300,0.8790,0.8980,3.8160
2011.62740,2011-08-17,-116.2930,134.3060,7.0770,0.8650,0.9060,3.8020
2011.63014,2011-08-18,-116.7020,134.4170,4.0310,0.8550,0.8670,3.6860
2011.63288,2011-08-19,-116.7900,134.1410,12.4700,0.8580,0.8970,3.7590
2011.63562,2011-08-20,-116.5470,133.0170,1.5410,1.0120,1.0410,4.4740
2011.63836,2011-08-21,-116.6590,129.9290,6.5450,0.9720,1.0180,4.2950
2011.64384,2011-08-23,-117.6040,134.4020,5.2960,0.8980,0.9020,3.8710
2011.64658,2011-08-24,-116.2820,132.5280,6.2460,0.8760,0.9120,3.9090
2011.64932,2011-08-25,-118.5650,135.3880,-4.4870,0.8710,0.9180,3.8490
2011.65205,2011-08-26,-116.4900,132.4880,11.4880,0.9610,1.0080,4.2240
2011.65479,2011-08-27,-118.5290,132.7160,4.0550,0.9250,0.9310,3.9090
2011.65753,2011-08-28,-119.5050,134.3730,7.8630,1.0080,1.0210,4.4400
2011.66027,2011-08-29,-119.6090,133.9400,-0.6080,0.8890,0.8960,3.7680
2011.66301,2011-08-30,-118.1510,136.0770,11.0710,0.9360,0.9450,4.0720
2011.66575,2011-08-31,-118.2030,134.2820,12.9180,0.8840,0.9280,3.8660
2011.66849,2011-09-01,-114.7330,135.4830,5.2540,0.8820,0.9490,3.9230
2011.67123,2011-09-02,-116.4950,134.3990,16.4870,0.8100,0.8790,3.5320
2011.67397,2011-09-03,-116.2030,134.7890,6.1440,0.7990,0.8500,3.4270
2011.67671,2011-09-04,-116.2210,136.2910,8.4800,0.8150,0.8610,3.5140
2011.67945,2011-09-05,-121.9340,135.5680,8.4230,0.8400,0.8690,3.5370
2011.68219,2011-09-06,-120.5490,136.6420,5.0000,0.8260,0.8820,3.5550
2011.68493,2011-09-07,-118.3960,137.4580,4.6670,0.8340,0.8680,3.5610
2011.68767,2011-09-08,-119.3850,137.1950,5.5150,0.8560,0.8870,3.6350
2011.69041,2011-09-09,-115.0900,134.0440,0.5330,0.8620,0.9150,3.8630
2011.69315,2011-09-10,-118.5580,134.7290,-2.1740,0.8690,0.9110,3.6330
2011.69589,2011-09-11,-116.0850,132.6700,5.5220,0.8910,0.9200,3.7450
2011.69863,2011-09-12,-116.7440,137.1630,6.2330,0.8870,0.9360,3.8400
2011.70137,2011-09-13,-119.2450,133.8760,18.2920,0.9050,0.9890,4.0130
2011.70411,2011-09-14,-118.0240,137.0830,6.3700,0.9010,0.9550,3.9550
2011.70685,2011-09-15,-119.1570,138.3540,11.3650,0.8930,0.9620,3.8330
2011.70959,2011-09-16,-117.9750,136.6100,15.0320,0.8880,0.9890,3.8010
2011.71233,2011-09-17,-118.4160,139.2050,3.6910,0.8530,0.9140,3.6420
2011.71507,2011-09-18,-118.3450,134.2920,19.7390,0.8730,0.9210,3.7710
2011.71781,2011-09-19,-119.1480,136.1780,10.4000,0.8910,0.8990,3.6980
2011.72055,2011-09-20,-115.9650,135.3980,-3.5020,0.8920,0.9380,3.6410
2011.72329,2011-09-21,-118.0940,136.5910,4.0500,0.8660,0.9260,3.6090
2011.72603,2011-09-22,-119.7410,137.4150,-0.5030,0.8560,0.8790,3.6230
2011.72877,2011-09-23,-118.9510,135.4840,4.3280,0.8570,0.9220,3.6800
2011.73151,2011-09-24,-117.1840,137.3120,-1.0530,0.8280,0.8810,3.5560
2011.73425,2011-09-25,-118.4780,136.4850,-0.9720,0.8270,0.8800,3.5460
2011.73699,2011-09-26,-121.1450,136.5770,7.1770,0.8940,0.9930,3.9880
2011.73973,2011-09-27,-116.3130,135.6370,6.7070,0.9800,0.9770,4.1680
2011.74247,2011-09-28,-116.4450,132.6890,2.1220,0.9300,0.9510,4.1120
2011.74521,2011-09-29,-116.6610,135.9440,-5.8230,0.9460,0.9820,4.0040
2011.74795,2011-09-30,-116.0480,138.5250,4.1000,0.9900,1.1080,4.4560
2011.75068,2011-10-01,-118.5890,134.1390,1.9760,0.9660,1.0980,4.4650
2011.75342,2011-10-02,-118.4880,135.6230,-0.4740,0.9610,1.0820,4.2360
2011.75616,2011-10-03,-117.7960,130.3790,4.3780,1.0440,1.1180,4.4240
2011.75890,2011-10-04,-118.1640,136.0440,0.9430,0.9170,1.0120,4.0070
2011.76164,2011-10-05,-118.9950,137.6210,0.7810,0.9370,0.9630,3.8690
2011.76438,2011-10-06,-115.9390,134.6600,7.2710,0.9330,1.0010,4.0040
2011.76712,2011-10-07,-117.7560,135.4960,2.7750,0.9630,0.9850,3.9600
2011.76986,2011-10-08,-116.3950,136.1710,1.4930,0.9480,1.0600,4.2580
2011.77260,2011-10-09,-119.7480,137.7110,7.2090,0.9400,0.9790,3.9150
2011.77534,2011-10-10,-114.5270,136.6430,-12.9730,0.9040,0.9780,3.8840
2011.77808,2011-10-11,-117.6190,140.3710,-5.0020,0.9880,1.0550,4.1700
2011.78082,2011-10-12,-117.5350,138.9020,2.5250,0.9990,1.1070,4.3200
2011.78356,2011-10-13,-117.7640,141.5800,16.8810,0.9970,1.0940,4.4090
2011.78630,2011-10-14,-117.4230,141.3750,-0.9670,1.0120,1.0490,4.3360
2011.78904,2011-10-15,-120.7210,137.8530,-1.6420,0.9810,1.0210,4.1590
2011.79178,2011-10-16,-120.2100,140.1400,7.0860,0.9730,1.0070,4.2560
2011.79452,2011-10-17,-117.2400,138.7380,-2.7180,0.9450,0.9470,3.8460
2011.79726,2011-10-18,-117.6400,141.1200,6.2360,0.8100,0.8460,3.3900
2011.80000,2011-10-19,-116.8840,137.4180,4.4500,0.8040,0.8350,3.3710
2011.80274,2011-10-20,-115.6750,139.3200,-4.6190,0.8120,0.8670,3.4380
2011.80548,2011-10-21,-118.3950,141.2830,0.9500,0.8070,0.8500,3.3980
2011.80822,2011-10-22,-118.0000,140.8790,2.7710,0.8600,0.9000,3.5900
2011.81096,2011-10-23,-117.7790,139.5960,10.9650,0.8020,0.8430,3.3190
2011.81370,2011-10-24,-120.1120,137.1400,12.6610,0.8470,0.8900,3.6340
2011.81644,2011-10-25,-118.7150,138.4760,2.8210,0.8130,0.8540,3.3740
2011.81918,2011-10-26,-118.9820,138.8590,-3.3090,0.8210,0.8470,3.3870
2011.82192,2011-10-27,-117.1320,138.3690,6.8960,0.8340,0.8510,3.4060
2011.82466,2011-10-28,-118.1440,140.8290,8.3560,0.8580,0.8890,3.5630
2011.82740,2011-10-29,-119.2290,139.1800,3.8660,0.8240,0.8370,3.3790
2011.83014,2011-10-30,-117.6150,138.6820,3.3010,0.8030,0.8240,3.2820
2011.83288,2011-10-31,-117.0280,137.4090,-0.4470,0.8080,0.8420,3.3910
2011.83562,2011-11-01,-114.5400,134.1050,-10.0550,0.9930,1.0580,4.3590
2011.83836,2011-11-02,-117.1300,138.9070,0.1210,0.8270,0.8570,3.4840
2011.84110,2011-11-03,-115.8020,139.1110,5.4360,0.7980,0.8380,3.3540
2011.84384,2011-11-04,-117.0080,139.9010,0.4500,0.8410,0.8740,3.5390
2011.84658,2011-11-05,-118.8250,139.6050,7.0130,0.8240,0.8610,3.4940
2011.85205,2011-11-07,-118.7560,138.9920,0.2090,0.9070,0.9330,3.7900
2011.85479,2011-11-08,-118.1450,139.2860,2.6170,0.8150,0.8280,3.3730
2011.85753,2011-11-09,-117.0060,140.0760,3.5810,0.8760,0.9020,3.6890
2011.86027,2011-11-10,-117.8270,140.1520,0.5320,0.8430,0.8750,3.4820
2011.86301,2011-11-11,-117.0190,135.9100,3.8020,0.8200,0.8450,3.4420
2011.86575,2011-11-12,-119.5910,134.0870,3.2730,1.5030,1.5200,5.9800
2011.87123,2011-11-14,-117.8860,137.5160,4.9390,0.8570,0.9100,3.6550
2011.87397,2011-11-15,-120.9560,138.9230,0.6080,0.8870,0.9290,3.9170
2011.87671,2011-11-16,-117.7300,141.4570,-3.5590,0.8310,0.8460,3.4810
2011.87945,2011-11-17,-119.8690,141.4300,8.9170,1.0520,1.0720,4.3160
2011.88219,2011-11-18,-117.5380,143.1170,3.6780,0.8330,0.8940,3.6070
2011.88493,2011-11-19,-119.8910,142.8420,1.7730,0.8600,0.8700,3.5510
2011.88767,2011-11-20,-121.4030,140.3380,2.1310,0.8540,0.8730,3.5770
2011.89041,2011-11-21,-121.1950,140.5030,0.8100,0.8180,0.8280,3.3500
2011.89315,2011-11-22,-120.6770,138.8590,3.8960,0.8230,0.8760,3.5170
2011.89589,2011-11-23,-121.3140,139.9880,3.1180,0.8240,0.8670,3.3960
2011.89863,2011-11-24,-119.6340,139.2250,4.2260,0.8000,0.8260,3.3160
2011.90137,2011-11-25,-118.9800,140.7460,9.3070,0.8040,0.8340,3.3930
2011.90411,2011-11-26,-119.8680,140.5290,6.0740,0.7950,0.8080,3.2650
2011.90685,2011-11-27,-119.8100,142.4400,13.8010,0.8120,0.8430,3.4450
2011.90959,2011-11-28,-120.0950,139.8470,7.6030,0.7990,0.8180,3.3180
2011.91233,2011-11-29,-119.5380,140.5940,7.4490,0.8060,0.8290,3.3710
2011.91507,2011-11-30,-119.0780,138.2710,14.0440,0.8400,0.8770,3.5230
2011.91781,2011-12-01,-118.5510,140.1310,5.1660,1.0750,1.0920,4.6110
2011.92055,2011-12-02,-123.2390,139.9480,7.4090,1.0210,1.0860,4.4470
2011.92329,2011-12-03,-119.9290,141.9850,7.4370,0.9990,1.0350,4.2550
2011.92603,2011-12-04,-118.2320,140.6120,4.4630,1.0070,1.0340,4.2240
2011.92877,2011-12-05,-119.4370,142.0720,1.7970,1.1310,1.1500,4.8440
2011.93151,2011-12-06,-125.8770,142.4700,-2.0440,1.1010,1.1710,4.7840
2011.93425,2011-12-07,-118.2260,139.6560,15.0600,0.8430,0.8700,3.5740
2011.93699,2011-12-08,-117.6580,140.8710,2.3720,0.8290,0.8500,3.4800
2011.93973,2011-12-09,-119.1910,140.2420,3.3520,0.8180,0.8290,3.3890
2011.94247,2011-12-10,-119.3560,142.1020,8.3700,0.8140,0.8280,3.3620
2011.94521,2011-12-11,-120.1850,139.3920,1.4510,0.8170,0.8250,3.3670
2011.94795,2011-12-12,-121.0920,139.9830,5.6370,0.8280,0.8490,3.5080
2011.95068,2011-12-13,-121.8610,141.2760,-3.8120,0.8150,0.8340,3.4000
2011.95342,2011-12-14,-119.8130,141.6080,0.8150,0.8020,0.8190,3.3600
2011.95616,2011-12-15,-119.8950,140.6450,3.6450,0.8230,0.8360,3.3990
2011.95890,2011-12-16,-121.1950,139.6540,0.5400,0.8130,0.8210,3.3480
2011.96164,2011-12-17,-120.1840,140.9160,3.5410,0.7890,0.8120,3.3180
2011.96438,2011-12-18,-121.4660,140.1090,6.0550,0.7930,0.8220,3.3270
2011.96712,2011-12-19,-119.4140,139.9840,4.9060,0.7950,0.8140,3.3170
2011.96986,2011-12-20,-121.8870,140.3500,-2.6550,0.7890,0.8060,3.2840
2011.97260,2011-12-21,-121.5560,141.2700,11.0260,0.7920,0.8250,3.3520
2011.97534,2011-12-22,-121.5760,142.0140,10.4930,0.7860,0.8140,3.2740
2011.97808,2011-12-23,-120.2800,138.7980,10.5700,0.8280,0.8930,3.4040
2011.98082,2011-12-24,-123.1550,142.1760,2.0550,0.8210,0.8860,3.3550
2011.98356,2011-12-25,-121.5480,141.8370,-1.1370,0.8500,0.9150,3.4330
2011.98630,2011-12-26,-122.8590,140.4730,1.4320,0.8280,0.8910,3.3780
2011.98904,2011-12-27,-121.3770,140.9600,-0.1170,0.8260,0.8890,3.3880
2011.99178,2011-12-28,-121.3440,141.5590,5.7040,0.8300,0.8950,3.4290
2011.99452,2011-12-29,-119.0800,141.4430,1.2220,0.8280,0.8860,3.3930
2011.99726,2011-12-30,-120.4550,141.2210,7.6570,0.8310,0.8920,3.4030
2012.00000,2011-12-31,-119.8960,141.2370,4.5910,0.8360,0.8920,3.4020
2012.00273,2012-01-01,-119.9580,141.4440,1.7280,0.8260,0.8820,3.3510
2012.00546,2012-01-02,-119.1600,141.0530,5.2900,0.8050,0.8390,3.2940
2012.00820,2012-01-03,-119.6940,142.8410,1.7850,0.7830,0.8000,3.2510
2012.01093,2012-01-04,-122.0500,146.3090,3.6340,0.7830,0.8100,3.3040
2012.01366,2012-01-05,-121.5910,141.9340,1.7130,0.7850,0.7970,3.2220
2012.01639,2012-01-06,-118.5480,144.4130,-5.0680,0.9630,0.9900,4.0370
2012.01913,2012-01-07,-120.3320,141.3360,-1.4400,0.7940,0.8230,3.3300
2012.02186,2012-01-08,-119.5760,143.5880,1.8750,0.8010,0.8130,3.3110
2012.02459,2012-01-09,-120.6590,141.7110,-3.4200,0.7890,0.8030,3.2510
2012.02732,2012-01-10,-120.2390,142.0640,0.7170,0.7890,0.8070,3.2740
2012.03005,2012-01-11,-123.0740,142.0510,2.6380,0.8140,0.8410,3.4390
2012.03279,2012-01-12,-121.2590,143.0440,8.1230,0.7860,0.7990,3.2520
2012.03552,2012-01-13,-122.5910,143.6850,2.5110,0.7950,0.8150,3.3130
2012.03825,2012-01-14,-121.6430,146.2660,4.2900,0.8060,0.8150,3.3430
2012.04098,2012-01-15,-119.4800,145.4340,-0.5420,0.8040,0.8150,3.3550
2012.04372,2012-01-16,-113.7250,140.6240,2.1020,0.8390,0.8630,3.5870
2012.04645,2012-01-17,-118.1800,145.1310,3.6880,0.7980,0.8230,3.3950
2012.04918,2012-01-18,-120.1830,143.1320,5.1000,0.7960,0.8250,3.3840
2012.05191,2012-01-19,-118.0740,142.6130,6.1840,0.7940,0.8270,3.3800
2012.05464,2012-01-20,-119.4390,141.9460,6.7980,0.7900,0.8170,3.3320
2012.05738,2012-01-21,-121.8480,145.6240,7.2770,0.7950,0.8130,3.3310
2012.06011,2012-01-22,-122.3380,141.9980,-8.4390,0.7910,0.8140,3.3280
2012.06557,2012-01-24,-120.0220,145.4130,-1.0390,0.7990,0.8190,3.3440
